"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
4.376900109E1	6.631422043E-2	-1.237878203E-2	-9.953117371E-2	1.202383658E-1
4.377699699E1	5.621862411E-2	-5.629524589E-3	-9.258890152E-2	1.084662617E-1
4.378499586E1	3.010654449E-2	-1.865157485E-2	-1.340599060E-1	1.386590915E-1
4.379299203E1	-4.767131805E-2	-8.221656084E-3	-1.666793823E-1	1.735573873E-1
4.380098808E1	-8.401250839E-2	9.219154716E-3	-1.687116623E-1	1.886974281E-1
4.380898628E1	-9.819412231E-2	-1.397958398E-2	-1.688003540E-1	1.957832320E-1
4.381698589E1	-1.046957970E-1	-2.005165815E-2	-1.357474327E-1	1.725996651E-1
4.382498402E1	-9.125137329E-2	-4.242005944E-2	-1.152610779E-1	1.530078124E-1
4.383297988E1	-5.600309372E-2	-3.335633874E-2	-8.778953552E-2	1.093434698E-1
4.384097531E1	-1.544332504E-2	-3.123700619E-2	-4.634141922E-2	5.798080699E-2
4.384897308E1	6.055831909E-3	-3.141163290E-2	-4.087781906E-2	5.190722370E-2
4.385697316E1	1.108312607E-2	-2.201317251E-2	-3.323030472E-2	4.137231682E-2
4.386497285E1	5.475091934E-2	-2.960537374E-2	-4.497194290E-2	7.678943268E-2
4.387297152E1	5.534839630E-2	1.064196229E-3	-4.954767227E-2	7.429366941E-2
4.388096894E1	1.051616669E-2	1.471731067E-2	-4.936885834E-2	5.257825757E-2
4.388896566E1	-8.368492126E-4	2.839899063E-2	-5.394983292E-2	6.097366200E-2
4.389696191E1	-1.697683334E-2	4.451660812E-2	-7.289505005E-2	8.708403752E-2
4.390496031E1	-2.854013443E-2	3.927813470E-2	-5.338191986E-2	7.215913322E-2
4.391295773E1	-2.382087708E-2	1.998195052E-2	-2.395153046E-2	3.924778137E-2
4.392095246E1	-1.686811447E-2	-1.515075564E-3	7.985115051E-3	1.872407013E-2
4.392894925E1	-5.541324615E-3	-1.120746136E-3	4.260969162E-2	4.298311494E-2
4.393695023E1	7.978916168E-3	-1.264423132E-2	7.259178162E-2	7.411549397E-2
4.394495289E1	4.329204559E-3	-2.413162589E-2	9.329652786E-2	9.646408395E-2
4.395295074E1	7.732868195E-3	-2.367423475E-2	7.339382172E-2	7.750432057E-2
4.396094757E1	-2.014064789E-2	-1.150624454E-2	4.642772675E-2	5.189964520E-2
4.396894593E1	-3.396129608E-2	-1.158040762E-2	3.166675568E-2	4.785664935E-2
4.397694406E1	-2.649497986E-2	-1.405461133E-2	1.709699631E-2	3.452279450E-2
4.398494097E1	-5.280256271E-2	1.183748245E-4	-1.164770126E-2	5.407211468E-2
4.399293949E1	-9.601736069E-2	2.610203624E-2	-4.507017136E-2	1.092335580E-1
4.400093718E1	-9.845685959E-2	2.595773339E-2	-5.460882187E-2	1.155408177E-1
4.400893414E1	-8.922576904E-2	3.321924806E-2	-6.393671036E-2	1.146850436E-1
4.401693203E1	-9.930896759E-2	4.082907736E-2	-7.315683365E-2	1.299276988E-1
4.402493027E1	-5.449771881E-2	5.376359820E-2	-8.226680756E-2	1.123759470E-1
4.403292808E1	-1.702928543E-2	2.390789986E-2	-7.690238953E-2	8.231380050E-2
4.404092375E1	3.471708298E-2	1.557826996E-3	-4.514694214E-2	5.697323108E-2
4.404892476E1	6.728124619E-2	-1.116465032E-2	-2.055454254E-2	7.123134650E-2
4.405692668E1	4.964303970E-2	-1.212751865E-2	1.356554031E-2	5.287279058E-2
4.406492726E1	4.216575623E-2	-1.105383039E-2	8.962154388E-3	4.450234124E-2
4.407292457E1	-1.040220261E-2	-1.989397407E-2	-2.225875854E-2	3.161373681E-2
4.408092437E1	-3.618526459E-2	-2.450031042E-2	-6.336784363E-2	7.697481530E-2
4.408892207E1	-6.431961060E-2	-2.457535267E-2	-5.661869049E-2	8.914390825E-2
4.409692152E1	-6.607770920E-2	-2.958309650E-2	-4.989385605E-2	8.792508245E-2
4.410491851E1	-5.347108841E-2	-3.467872739E-2	-3.358888626E-2	7.204154849E-2
4.411291621E1	-3.615427017E-2	-3.974075615E-2	-2.201700211E-2	5.806209894E-2
4.412091460E1	-6.827831268E-3	-3.297288716E-2	-3.286838531E-3	3.383243821E-2
4.412891226E1	1.307058334E-2	-1.924662292E-2	-3.811836243E-3	2.357546899E-2
4.413691351E1	1.855325699E-2	-2.482500672E-2	-6.690025330E-3	3.170584714E-2
4.414491410E1	-4.542350769E-3	-4.379898310E-3	-3.361225128E-2	3.419941368E-2
4.415291308E1	-2.747917175E-2	8.739545941E-3	-4.867410660E-2	5.657431570E-2
4.416091425E1	-3.856229782E-2	3.149403632E-2	-6.604766846E-2	8.271166572E-2
4.416891191E1	-4.249715805E-2	4.476597905E-2	-8.100318909E-2	1.018406499E-1
4.417691195E1	-5.848598480E-2	4.396687448E-2	-8.154153824E-2	1.095569210E-1
4.418490871E1	-4.107666016E-2	6.019514799E-2	-5.805778503E-2	9.317432186E-2
4.419290437E1	-4.773283005E-2	5.993095040E-2	-5.364465714E-2	9.353016155E-2
4.420090250E1	-3.320264816E-2	4.333807528E-2	-4.898118973E-2	7.334685788E-2
4.420890285E1	-2.600336075E-2	1.522606611E-2	-1.309728622E-2	3.285645699E-2
4.421690265E1	-2.283573151E-3	6.841167808E-3	-8.181095123E-3	1.090626429E-2
4.422490257E1	2.625751495E-2	1.283405721E-2	1.825904846E-2	3.446103549E-2
4.423290347E1	4.278373718E-2	4.414826632E-3	3.754949570E-2	5.709556453E-2
4.424090476E1	1.865386963E-2	1.246017218E-2	2.329730988E-2	3.234172831E-2
4.424890683E1	-1.736211777E-2	-5.983605981E-3	-1.256084442E-2	2.224907833E-2
4.425690640E1	-2.229022980E-2	-1.018221676E-2	-5.078220367E-2	5.638585011E-2
4.426490351E1	-1.058578491E-2	-2.635997534E-2	-6.736373901E-2	7.310800555E-2
4.427289898E1	-1.083612442E-2	-3.048618138E-2	-4.325675964E-2	5.401829415E-2
4.428089793E1	6.885528564E-4	-2.249714732E-2	-2.380132675E-2	3.275818826E-2
4.428889648E1	-2.110910416E-2	-2.900674939E-2	-2.603101730E-2	4.432380456E-2
4.429689500E1	-1.154756546E-2	-2.611227334E-2	-2.842807770E-2	4.029085117E-2
4.430489254E1	-2.092456818E-2	-4.009228945E-2	-6.210231781E-2	7.682400083E-2
4.431289492E1	-3.729343414E-2	-4.463468492E-2	-6.239414215E-2	8.529996661E-2
4.432089769E1	-4.161119461E-2	-3.477948904E-2	-3.880167007E-2	6.668338605E-2
4.432889851E1	-6.252431870E-2	-2.028487623E-2	-5.602693558E-2	8.637004192E-2
4.433690113E1	-7.361698151E-2	-2.244696021E-2	-6.385517120E-2	1.000040443E-1
4.434490418E1	-5.844974518E-2	-1.733143628E-2	-6.923484802E-2	9.225082967E-2
4.435290468E1	-3.124761581E-2	-2.881795168E-2	-7.945394516E-2	9.011002849E-2
4.436090754E1	-3.042173386E-2	-2.585661411E-2	-3.936862946E-2	5.607080675E-2
4.436890789E1	-5.766868591E-3	-1.091375947E-2	-1.356554031E-2	1.834095971E-2
4.437690785E1	1.405096054E-2	-3.448437154E-2	-1.166486740E-2	3.902141084E-2
4.438490437E1	1.474571228E-2	-4.381495714E-2	-1.217556000E-2	4.780617911E-2
4.439290367E1	5.861759186E-3	-3.662666678E-2	-1.267910004E-2	3.919990457E-2
4.440090468E1	-2.938079834E-2	-2.021183074E-2	-2.273273468E-2	4.229097586E-2
4.440890500E1	-5.509662628E-2	-1.604373753E-2	-1.837968826E-2	6.025655717E-2
4.441690617E1	-7.124853134E-2	-1.186659932E-2	-2.359247208E-2	7.598535475E-2
4.442490675E1	-6.588029861E-2	-7.641896605E-3	-2.878713608E-2	7.230014891E-2
4.443290800E1	-6.061553955E-2	1.449033618E-3	-2.433061600E-2	6.533239785E-2
4.444090617E1	-5.052471161E-2	6.048336625E-3	-2.230405807E-2	5.555897646E-2
4.444890523E1	-1.902675629E-2	1.556260884E-2	-2.975559235E-2	3.859543399E-2
4.445690214E1	2.423429489E-2	-1.336005330E-2	-2.508258820E-2	3.734873898E-2
4.446490285E1	2.168941498E-2	8.191496134E-3	-1.539659500E-2	2.783139358E-2
4.447290539E1	2.138471603E-2	-3.832042217E-3	-3.203392029E-3	2.196024471E-2
4.448090535E1	3.305435181E-2	1.035743952E-2	-7.767677307E-3	3.549934559E-2
4.448890132E1	4.238939285E-2	1.000803709E-2	-7.583618164E-3	4.421009723E-2
4.449689500E1	2.299070358E-2	1.689611375E-2	-2.145767212E-4	2.853238781E-2
4.450489203E1	-5.749702454E-3	2.368095517E-2	-2.892684937E-2	3.782339660E-2
4.451288894E1	-2.969217300E-2	3.765854239E-2	-2.412748337E-2	5.368357669E-2
4.452088554E1	-3.424930573E-2	3.490069509E-2	-3.386259079E-2	5.947897540E-2
4.452887714E1	-6.046152115E-2	3.458790481E-2	-3.154897690E-2	7.646735671E-2
4.453687074E1	-6.994438171E-2	3.456613421E-2	-3.401184082E-2	8.511074835E-2
4.454486714E1	-8.431577682E-2	4.171958566E-2	-4.837179184E-2	1.057804533E-1
4.455286418E1	-8.927869797E-2	3.479000926E-2	-4.825305939E-2	1.072818176E-1
4.456086343E1	-5.843734741E-2	2.809138596E-2	-4.087686539E-2	7.664833763E-2
4.456886320E1	-4.926681519E-2	7.067173719E-3	-4.298973083E-2	6.576686841E-2
4.457686207E1	-6.533145905E-3	7.870674133E-3	-4.274892807E-2	4.395566355E-2
4.458485789E1	1.956892014E-2	1.795527339E-2	-4.259300232E-2	5.019460453E-2
4.459285277E1	1.229190826E-2	2.308049798E-2	-4.492807388E-2	5.198396117E-2
4.460084519E1	-9.012699127E-3	2.800773084E-2	-5.947351456E-2	6.635330185E-2
4.460884191E1	-1.809883118E-2	6.394743919E-3	-1.077117920E-1	1.094088231E-1
4.461683597E1	-6.278896332E-2	1.517564058E-3	-1.154718399E-1	1.314477186E-1
4.462483113E1	-1.075663567E-1	-1.987645030E-2	-1.088109016E-1	1.542900084E-1
4.463282754E1	-1.019330025E-1	-1.699373126E-2	-7.112932205E-2	1.254531959E-1
4.464082242E1	-7.235717773E-2	-3.525266051E-2	-4.543066025E-2	9.242432652E-2
4.464881754E1	-4.274654388E-2	-6.073693931E-2	-2.693843842E-2	7.900583697E-2
4.465681332E1	-2.019882202E-2	-7.669635117E-2	-1.092529297E-2	8.006050662E-2
4.466480625E1	2.250671387E-4	-9.525229782E-2	7.292270660E-3	9.553129386E-2
4.467280019E1	-3.106117249E-3	-8.778846264E-2	-5.742549896E-3	8.803089808E-2
4.468079625E1	-1.106882095E-2	-8.064079285E-2	-2.121925354E-3	8.142455917E-2
4.468879375E1	-3.305768967E-2	-5.221571028E-2	-4.183530807E-2	7.462897727E-2
4.469679199E1	-3.559589386E-2	-2.399593592E-2	-6.499719620E-2	7.789421104E-2
4.470478976E1	-2.365446091E-2	-1.020677388E-2	-9.542274475E-2	9.883932400E-2
4.471278480E1	-1.436138153E-2	3.653988242E-3	-8.496284485E-2	8.624549794E-2
4.472078148E1	-3.113746643E-3	1.994892955E-2	-5.982112885E-2	6.313653985E-2
4.472878043E1	-8.870601654E-3	1.730951667E-2	-2.732515335E-2	3.354058656E-2
4.473678039E1	-5.884170532E-4	9.989053011E-3	3.010272980E-3	1.044936161E-2
4.474477718E1	1.705932617E-2	-4.281476140E-3	4.067373276E-2	4.431370199E-2
4.475277882E1	3.676033020E-2	-2.096615732E-2	5.943059921E-2	7.295819181E-2
4.476077933E1	5.631399155E-2	-1.366408169E-2	6.153392792E-2	8.452453524E-2
4.476878128E1	8.280658722E-2	-1.364164054E-2	7.339048386E-2	1.114862698E-1
4.477678394E1	1.573038101E-2	-2.066791058E-3	8.061218262E-2	8.215863009E-2
4.478478625E1	-2.274656296E-2	2.113521099E-2	4.484081268E-2	5.454174321E-2
4.479278972E1	-4.925155640E-2	2.516227961E-2	-5.064010620E-4	5.530924484E-2
4.480079148E1	-5.892801285E-2	2.688537538E-2	-6.745481491E-2	9.351730408E-2
4.480879355E1	-6.416988373E-2	3.848111629E-2	-7.669401169E-2	1.071472898E-1
4.481679425E1	-3.637218475E-2	2.195484936E-2	-7.363271713E-2	8.501016567E-2
4.482479359E1	1.489543915E-2	1.055134833E-2	-5.348110199E-2	5.651047097E-2
4.483279324E1	3.970861435E-2	-7.883667946E-3	-2.366971970E-2	4.689543586E-2
4.484079117E1	7.639789581E-2	-1.454633474E-2	6.214618683E-3	7.801830442E-2
4.484879007E1	7.024669647E-2	-1.903779805E-2	-2.385139465E-3	7.281981193E-2
4.485678781E1	6.696367264E-2	-1.690962911E-2	-1.849555969E-2	7.149933383E-2
4.486478625E1	5.703306198E-2	-1.303885877E-2	-4.694461823E-2	7.501052711E-2
4.487278570E1	3.073263168E-2	-1.650427282E-2	-9.243154526E-2	9.879512250E-2
4.488078500E1	2.398490906E-4	-1.064495742E-2	-1.072177887E-1	1.077451941E-1
4.488878757E1	-4.167366028E-2	4.401385784E-3	-1.343617439E-1	1.407449622E-1
4.489678679E1	-6.127357483E-2	1.701892912E-2	-1.285376549E-1	1.434085898E-1
4.490478660E1	-8.287572861E-2	2.008870244E-2	-1.469388008E-1	1.698910049E-1
4.491278871E1	-1.041378975E-1	2.824233472E-2	-1.344676018E-1	1.724061109E-1
4.492079464E1	-1.060867310E-1	1.022459567E-2	-7.901859283E-2	1.326758262E-1
4.492879660E1	-1.077589989E-1	4.464283586E-3	-2.377605438E-2	1.104410812E-1
4.493679886E1	-1.044626236E-1	1.316103339E-2	-2.181053162E-3	1.053110133E-1
4.494479675E1	-9.155178070E-2	5.278959870E-3	1.219940186E-2	9.251173640E-2
4.495279644E1	-5.478572845E-2	9.386613965E-3	9.886264801E-3	5.645637958E-2
4.496079855E1	-3.262138367E-2	1.130086184E-2	2.210378647E-2	4.099318879E-2
4.496880043E1	-8.497238159E-3	5.994409323E-3	6.336545944E-2	6.421306292E-2
4.497680289E1	-1.842737198E-2	1.513035595E-2	4.994440079E-2	5.534382422E-2
4.498480175E1	-3.115701675E-2	1.440824568E-2	5.118656158E-2	6.163133394E-2
4.499280027E1	-2.029323578E-2	1.871360838E-2	3.591346741E-2	4.529670737E-2
4.500079777E1	-4.029273987E-4	6.250292063E-3	1.864099503E-2	1.966507556E-2
4.500879695E1	4.836559296E-3	1.058898866E-2	1.114845276E-2	1.611852926E-2
4.501679793E1	-1.191282272E-2	1.014642417E-2	1.354789734E-2	2.069808665E-2
4.502479902E1	-2.633905411E-2	2.666251361E-2	-3.159999847E-3	3.761144776E-2
4.503279988E1	-4.547405243E-2	3.363251686E-2	-4.386901855E-2	7.157881267E-2
4.504080109E1	-3.607749939E-2	2.664811909E-2	-7.008123398E-2	8.320509341E-2
4.504880425E1	-4.117584229E-2	1.050204039E-2	-8.663654327E-2	9.649680549E-2
4.505680496E1	-3.465843201E-2	2.207666636E-3	-5.028438568E-2	6.111137492E-2
4.506480199E1	-3.312540054E-2	-1.266360283E-3	-1.618766785E-2	3.689087177E-2
4.507280250E1	-5.444049835E-3	-1.931399107E-3	1.085138321E-2	1.229310777E-2
4.508079863E1	-6.496429443E-3	-1.943682134E-2	2.353000641E-2	3.120344245E-2
4.508879308E1	4.544258118E-3	-2.976641059E-2	3.612136841E-2	4.702597938E-2
4.509678824E1	1.072168350E-2	-3.331176937E-2	2.962446213E-2	4.585016065E-2
4.510478640E1	7.341861725E-3	-3.470335901E-2	3.509330750E-2	4.989755797E-2
4.511278636E1	-3.258705139E-3	-2.205167711E-2	1.425981522E-2	2.646200961E-2
4.512078746E1	-2.326393127E-2	-1.480390131E-2	-2.343845367E-2	3.619015202E-2
4.512879019E1	-3.122138977E-2	-1.754924655E-2	-5.639123917E-2	6.680361583E-2
4.513678929E1	-6.061744690E-2	-1.798537374E-2	-8.941888809E-2	1.095156888E-1
4.514478785E1	-9.487867355E-2	-1.799970865E-3	-1.152067184E-1	1.492574640E-1
4.515278597E1	-9.790754318E-2	-4.572644830E-3	-1.314997673E-1	1.640091000E-1
4.516078609E1	-6.041955948E-2	-7.010608912E-3	-1.452746391E-1	1.574941033E-1
4.516878527E1	-1.803874969E-2	-2.320121229E-2	-1.064701080E-1	1.104516937E-1
4.517678519E1	2.217102051E-2	-3.441014886E-2	-6.304264069E-2	7.516639568E-2
4.518478566E1	5.794763565E-2	-1.678301394E-2	-3.902626038E-2	7.185156250E-2
4.519279000E1	6.540727615E-2	-2.811646461E-2	-2.727222443E-2	7.623923912E-2
4.520079242E1	6.599330902E-2	-3.500533104E-2	-4.446077347E-2	8.693244742E-2
4.520879543E1	9.696960449E-3	-3.029350936E-2	-3.332376480E-2	4.606735343E-2
4.521679496E1	-8.182048798E-3	-2.350749075E-2	-5.577611923E-2	6.107801176E-2
4.522479617E1	-3.553009033E-2	-2.629223466E-2	-5.675792694E-2	7.193838470E-2
4.523279714E1	-4.608106613E-2	-1.949760318E-2	-4.579496384E-2	6.782919650E-2
4.524079750E1	-5.206680298E-2	-1.992350817E-2	-2.269983292E-2	6.019286141E-2
4.524879437E1	-4.617023468E-2	-2.748815715E-2	-1.869583130E-2	5.689308800E-2
4.525679410E1	-4.267358780E-2	-2.312858403E-2	6.861686707E-3	4.902090614E-2
4.526479320E1	-4.154825211E-2	-4.230916500E-3	1.803350449E-2	4.549027579E-2
4.527279207E1	-4.519987106E-2	9.603187442E-3	-6.708145142E-3	4.669313402E-2
4.528079183E1	-3.444623947E-2	1.376095414E-2	-2.908134460E-2	4.713419010E-2
4.528879285E1	-4.049348831E-2	2.269187570E-2	-5.621242523E-2	7.290048401E-2
4.529679668E1	-2.982091904E-2	2.227963507E-2	-6.416845322E-2	7.418395877E-2
4.530479539E1	-4.352045059E-2	2.678951621E-2	-6.703090668E-2	8.429027375E-2
4.531279601E1	-2.154254913E-2	2.460113168E-2	-3.622007370E-2	4.879744708E-2
4.532079449E1	9.776115417E-3	1.290287077E-2	1.940250397E-3	1.630402032E-2
4.532879421E1	8.296966553E-5	1.573672891E-2	9.193897247E-3	1.822578578E-2
4.533679593E1	-2.412605286E-2	-3.010734916E-3	2.373838425E-2	3.398002116E-2
4.534479382E1	-1.485872269E-2	1.422740519E-2	3.831291199E-2	4.348654876E-2
4.535279086E1	-2.942943573E-2	3.134468198E-2	3.844976425E-2	5.767985044E-2
4.536078937E1	-4.624700546E-2	1.966002584E-2	1.454162598E-2	5.231406136E-2
4.536879234E1	-5.362224579E-2	2.709609270E-2	-1.884698868E-2	6.296628038E-2
4.537679371E1	-2.984142303E-2	1.062770188E-2	-1.155710220E-2	3.371980408E-2
4.538479277E1	-1.574993134E-3	6.308674812E-3	-2.320861816E-2	2.410228077E-2
4.539279054E1	3.023147583E-4	2.133071423E-3	-1.307487488E-3	2.520101474E-3
4.540078777E1	-4.773139954E-4	1.433861256E-2	1.839733124E-2	2.332992575E-2
4.540878558E1	-1.219749451E-3	4.776284099E-3	-7.407188416E-3	8.897590614E-3
4.541678683E1	-1.402425766E-2	-2.098530531E-4	-4.750585556E-2	4.953312178E-2
4.542478773E1	-2.444171906E-2	4.119783640E-3	-7.562208176E-2	7.958058492E-2
4.543278621E1	-4.455423355E-2	1.072663069E-2	-7.970714569E-2	9.194220689E-2
4.544078125E1	-4.299736023E-2	2.694477141E-2	-6.712055206E-2	8.414251127E-2
4.544878148E1	-5.341243744E-2	3.368613124E-2	-8.087205887E-2	1.026057202E-1
4.545678238E1	-6.096887589E-2	2.135112882E-2	-1.069302559E-1	1.249285962E-1
4.546478214E1	-6.602048874E-2	-2.683103085E-3	-1.139221191E-1	1.316972027E-1
4.547278050E1	-5.876064301E-2	-2.138049901E-2	-1.115951538E-1	1.279195734E-1
4.548078117E1	-4.192686081E-2	-4.477167130E-2	-7.814455032E-2	9.934251332E-2
4.548878238E1	-2.015018463E-2	-5.596898496E-2	-3.763008118E-2	7.038877913E-2
4.549678191E1	-1.490402222E-2	-8.630165458E-2	-4.461288452E-3	8.769269386E-2
4.550478042E1	-3.343153000E-2	-8.338087797E-2	9.440422058E-3	9.032806639E-2
4.551278218E1	-4.436445236E-2	-7.844860852E-2	-3.278255463E-3	9.018389973E-2
4.552078515E1	-7.411003113E-2	-6.676942110E-2	-3.538227081E-2	1.058411895E-1
4.552878613E1	-6.031179428E-2	-6.234386563E-2	-8.217144012E-2	1.194839558E-1
4.553678652E1	-2.972602844E-2	-6.283472478E-2	-9.785175323E-2	1.200283509E-1
4.554478597E1	5.460739136E-3	-4.648111761E-2	-8.227443695E-2	9.465409099E-2
4.555278566E1	3.100442886E-2	-3.732274473E-2	-5.946636200E-2	7.674965858E-2
4.556078152E1	4.939651489E-2	-9.300038218E-3	-2.470064163E-2	5.600560768E-2
4.556877816E1	5.108737946E-2	-7.940873504E-3	-2.827501297E-2	5.892753321E-2
4.557677668E1	3.607463837E-2	3.294497728E-4	-3.427362442E-2	4.976112339E-2
4.558477523E1	1.740455627E-3	1.325206459E-2	-3.536128998E-2	3.780300557E-2
4.559277148E1	-3.037691116E-2	9.476706386E-3	-9.985446930E-3	3.335076980E-2
4.560076734E1	-5.076360703E-2	8.291289210E-3	2.273893356E-2	5.623831767E-2
4.560876136E1	-4.025125504E-2	2.410896122E-2	2.209854126E-2	5.186281008E-2
4.561675711E1	-2.782487869E-2	2.604123950E-2	5.051708221E-2	6.327989905E-2
4.562475406E1	-1.350975037E-2	1.854220033E-2	7.210969925E-2	7.567123148E-2
4.563275359E1	-2.602720261E-2	1.360972226E-2	7.010936737E-2	7.601291475E-2
4.564075582E1	-2.450227737E-2	1.836568117E-2	6.594276428E-2	7.270562566E-2
4.564875843E1	5.483627319E-4	2.076242864E-2	6.207132339E-2	6.545401693E-2
4.565676371E1	-1.293754578E-2	3.282420337E-2	2.244806290E-2	4.181774678E-2
4.566476367E1	-2.187538147E-2	3.033852577E-2	-2.896785736E-2	4.730851108E-2
4.567276183E1	-1.886367798E-2	3.994016349E-2	-8.276605606E-2	9.381511095E-2
4.568075886E1	-2.787494659E-2	2.816276252E-2	-1.030120850E-1	1.103704829E-1
4.568875558E1	-1.263141632E-3	2.616502345E-2	-9.671974182E-2	1.002043534E-1
4.569675226E1	2.772617340E-2	2.455349267E-2	-9.760856628E-2	1.043985005E-1
4.570475281E1	4.723691940E-2	2.329838276E-2	-6.745290756E-2	8.558058152E-2
4.571275433E1	2.631425858E-2	2.423705161E-2	-6.142473221E-2	7.108356070E-2
4.572075457E1	1.053094864E-2	1.536226273E-2	-4.606151581E-2	4.968463781E-2
4.572875386E1	-4.631996155E-3	1.599881053E-2	-5.747890472E-2	5.984347763E-2
4.573675496E1	-3.600358963E-2	-3.603547812E-4	-9.083318710E-2	9.770903848E-2
4.574475371E1	-4.545402527E-2	-1.208207011E-2	-7.895946503E-2	9.190561435E-2
4.575274828E1	-5.947971344E-2	-6.926000118E-3	-6.963634491E-2	9.184239936E-2
4.576074214E1	-7.092046738E-2	-1.857891679E-3	-2.692842484E-2	7.588349306E-2
4.576873875E1	-5.099773407E-2	5.574882030E-3	-1.791000366E-2	5.433798323E-2
4.577673601E1	-3.079938889E-2	-1.105615497E-2	-1.626777649E-2	3.654423991E-2
4.578473414E1	-1.063919067E-2	-3.973594308E-2	-1.220178604E-2	4.290712217E-2
4.579273554E1	1.199293137E-2	-3.522555530E-2	3.787517548E-3	3.740341479E-2
4.580073586E1	1.798629761E-2	-2.379435301E-2	1.491165161E-2	3.334719614E-2
4.580873542E1	2.431869507E-3	-2.239508927E-2	-2.681732178E-3	2.268580393E-2
4.581673351E1	-2.478647232E-2	-4.413202405E-3	-3.246116638E-2	4.108007897E-2
4.582473195E1	-4.721164703E-2	6.233632565E-3	-6.463193893E-2	8.028128874E-2
4.583273554E1	-4.813098907E-2	1.069009304E-4	-6.804227829E-2	8.334479691E-2
4.584073718E1	-5.428504944E-2	1.085771620E-2	-5.198287964E-2	7.594061080E-2
4.584873890E1	-6.562328339E-2	2.213795483E-2	-3.326129913E-2	7.682980142E-2
4.585674078E1	-5.564785004E-2	3.116883337E-2	-1.676988602E-2	6.595004522E-2
4.586474015E1	-3.876924515E-2	2.853497863E-2	1.188135147E-2	4.958291931E-2
4.587274234E1	-2.198934555E-2	1.172126830E-2	2.623462677E-2	3.618252465E-2
4.588074277E1	-2.682828903E-2	4.601791501E-3	4.719734192E-3	2.762624600E-2
4.588874105E1	-8.074283600E-3	2.402752638E-3	2.605438232E-3	8.817912694E-3
4.589674175E1	5.612373352E-3	7.420286536E-3	2.702617645E-2	2.858275005E-2
4.590474246E1	3.349781036E-2	-4.315152764E-3	3.241157532E-2	4.681061906E-2
4.591274292E1	3.970336914E-2	-1.621361077E-2	2.592563629E-2	5.011364397E-2
4.592074336E1	1.706123352E-2	-4.370763898E-3	2.769470215E-3	1.782860711E-2
4.592874433E1	-1.043987274E-2	-1.429280639E-2	-1.554155350E-2	2.355451427E-2
4.593674265E1	-3.303289413E-2	4.526525736E-3	-5.069684982E-2	6.067810241E-2
4.594474050E1	-7.258033752E-2	8.914038539E-3	-8.092260361E-2	1.090680212E-1
4.595274097E1	-5.933904648E-2	1.348498464E-2	-9.687042236E-2	1.143977534E-1
4.596074023E1	-7.501554489E-2	8.873552084E-3	-9.114885330E-2	1.183815246E-1
4.596874105E1	-7.404327393E-2	2.175003290E-3	-6.380748749E-2	9.776774781E-2
4.597674117E1	-5.147457123E-2	7.818132639E-3	-2.932977676E-2	5.975776507E-2
4.598474207E1	-9.754180908E-3	-1.276552677E-2	-2.837181091E-2	3.260463730E-2
4.599274250E1	1.524877548E-2	-3.328764439E-2	-2.265596390E-2	4.305676628E-2
4.600074468E1	4.506778717E-2	-3.719496727E-2	-9.774684906E-3	5.924622769E-2
4.600874816E1	6.778717041E-2	-3.659830987E-2	-4.126071930E-3	7.714636237E-2
4.601675164E1	3.544187546E-2	-2.692979574E-2	6.324291229E-3	4.495928263E-2
4.602475546E1	-1.342058182E-2	-8.123621345E-3	-1.690435410E-2	2.306214273E-2
4.603275871E1	-5.469894409E-2	-2.076199651E-2	-5.477905273E-2	8.014848472E-2
4.604076027E1	-9.067726135E-2	-4.694879055E-3	-8.823060989E-2	1.266058772E-1
4.604876125E1	-6.676816940E-2	-5.175128579E-3	-1.097412109E-1	1.285608952E-1
4.605676269E1	-5.715179443E-2	-5.423575640E-4	-8.582305908E-2	1.031126531E-1
4.606476371E1	-4.769611359E-2	-5.083084106E-4	-5.461215973E-2	7.250976223E-2
4.607276293E1	-1.685523987E-2	-2.689823508E-3	-3.286647797E-2	3.703430350E-2
4.608076472E1	1.657533646E-2	-2.391922474E-2	-4.478311539E-2	5.340785068E-2
4.608876707E1	2.874183655E-2	-2.114105225E-2	-4.732990265E-2	5.927188999E-2
4.609676742E1	3.377437592E-2	-2.800071239E-2	-4.990768433E-2	6.644941924E-2
4.610476691E1	4.621315002E-2	-3.011266887E-2	-3.349304199E-2	6.453070528E-2
4.611276914E1	1.088523865E-2	-2.550861239E-2	-2.433061600E-2	3.689385588E-2
4.612076988E1	-2.166557312E-2	-8.999601007E-3	-2.023029327E-2	3.097829309E-2
4.612877484E1	-1.302051544E-2	-9.609550238E-3	-4.280996323E-2	4.576647495E-2
4.613677867E1	-8.102703094E-2	6.623789668E-3	-7.254838943E-2	1.089611084E-1
4.614477980E1	-1.298246384E-1	2.760542929E-2	-7.359361649E-2	1.517646759E-1
4.615278195E1	-1.333241463E-1	4.903049767E-2	-6.493759155E-2	1.561928567E-1
4.616078695E1	-9.886550903E-2	6.354163587E-2	-5.364418030E-2	1.291883371E-1
4.616879226E1	-3.611373901E-2	5.448597670E-2	-4.683685303E-2	8.041526350E-2
4.617679484E1	-1.759529114E-4	3.355865180E-2	-2.532434464E-2	4.204208013E-2
