"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.090979032E2	-1.634720713E-2	8.353114128E-3	1.426219940E-2	2.324684986E-2
1.091058969E2	-1.963496208E-3	1.321992278E-2	1.904869080E-2	2.326960027E-2
1.091138935E2	-4.342630506E-3	1.095411181E-2	2.862167358E-2	3.095240223E-2
1.091218864E2	-6.758831441E-3	8.676558733E-3	1.185989380E-2	1.617471962E-2
1.091298807E2	-1.415275037E-2	1.662492752E-3	2.143383026E-2	2.573855678E-2
1.091378758E2	-1.436952502E-2	1.371037960E-2	2.143478394E-2	2.922169948E-2
1.091458699E2	1.857429743E-5	1.363819838E-2	1.904201508E-2	2.342219328E-2
1.091538641E2	-1.891235262E-2	1.737773418E-3	2.382564545E-2	3.046897306E-2
1.091618602E2	-2.133734524E-3	8.854061365E-3	1.903915405E-2	2.110536929E-2
1.091698591E2	-1.178544760E-2	1.702845097E-3	3.101062775E-2	3.321830052E-2
1.091778585E2	-1.401827484E-2	4.228651524E-3	1.903247833E-2	2.401309549E-2
1.091858553E2	-1.163715869E-2	1.143413782E-2	2.382087708E-2	2.887208262E-2
1.091938507E2	-1.161465794E-2	9.119033813E-3	2.381801605E-2	2.802418501E-2
1.092018462E2	-1.890075207E-2	4.449844360E-3	2.142238617E-2	2.891294127E-2
1.092098394E2	-1.627674699E-2	1.175159216E-2	2.859878540E-2	3.494170770E-2
1.092178305E2	-1.384478062E-2	4.594236612E-3	1.423168182E-2	2.037954190E-2
1.092258213E2	4.993453622E-4	1.180490851E-2	4.056835175E-2	4.225395099E-2
1.092338135E2	-1.168264449E-2	2.449452877E-3	3.577613831E-2	3.771493171E-2
1.092418046E2	-2.131675929E-2	7.311880589E-3	2.380371094E-2	3.277933005E-2
1.092497965E2	-9.402543306E-3	7.288992405E-3	1.901626587E-2	2.243113012E-2
1.092577882E2	-1.176210493E-2	7.316678762E-3	1.662158966E-2	2.163696243E-2
1.092657832E2	-9.236685932E-3	1.437962055E-2	1.183509827E-2	2.078844403E-2
1.092737779E2	-2.360685170E-2	7.267951965E-3	3.338050842E-2	4.152547309E-2
1.092817728E2	-6.664730608E-3	1.681661606E-2	1.422595978E-2	2.301293422E-2
1.092897690E2	-2.342762053E-2	1.214188337E-2	2.379894257E-2	3.553404569E-2
1.092977604E2	-4.370220006E-3	5.022466183E-3	2.250671387E-3	7.027767152E-3
1.093057518E2	-9.207449853E-3	9.825378656E-3	2.140426636E-2	2.528750318E-2
1.093137432E2	-1.169958711E-2	5.054324865E-3	1.661682129E-2	2.094147292E-2
1.093217351E2	-1.870210469E-2	5.175709724E-3	2.379322052E-2	3.070299714E-2
1.093297260E2	-1.392234862E-2	7.451325655E-3	1.661491394E-2	2.292181080E-2
1.093377180E2	-9.380586445E-3	5.081862211E-3	1.182842255E-2	1.592897691E-2
1.093457104E2	-1.183182001E-2	4.965424538E-3	1.901531219E-2	2.293969275E-2
1.093537026E2	-7.104419172E-3	-7.067292929E-3	2.380561829E-2	2.582879910E-2
1.093616935E2	-1.425017416E-2	9.676247835E-3	3.338336945E-2	3.756523115E-2
1.093696848E2	-3.091434389E-2	-1.084804535E-5	1.902008057E-2	3.629683513E-2
1.093776790E2	-1.645403355E-2	4.811346531E-3	1.183509827E-2	2.083155843E-2
1.093856701E2	-9.266130626E-3	7.235467434E-3	2.380466461E-2	2.654948630E-2
1.093936625E2	-2.127301693E-2	7.215648890E-3	3.098869324E-2	3.827408976E-2
1.094016569E2	-1.160480082E-2	2.318322659E-3	2.141380310E-2	2.446624175E-2
1.094096523E2	-1.886573434E-2	1.431307197E-2	2.620220184E-2	3.531763501E-2
1.094176485E2	-1.387842745E-2	4.764020443E-3	2.859306335E-2	3.213829353E-2
1.094256441E2	-4.399776459E-3	9.437590837E-3	2.620315552E-2	2.819630318E-2
1.094336412E2	-9.142987430E-3	1.650062203E-2	2.141857147E-2	2.854154780E-2
1.094416352E2	-1.154293865E-2	9.246766567E-3	1.423645020E-2	2.052848360E-2
1.094496275E2	-1.374828815E-2	4.578202963E-3	2.141475677E-2	2.585666601E-2
1.094576201E2	-8.964486420E-3	1.412835717E-2	3.099250793E-2	3.522084669E-2
1.094656132E2	-4.328265786E-3	2.325385809E-3	2.380561829E-2	2.430738089E-2
1.094736067E2	-2.109751850E-2	4.700034857E-3	2.620124817E-2	3.396617465E-2
1.094815983E2	-1.871075481E-2	2.192825079E-3	2.141571045E-2	2.852250833E-2
1.094895902E2	-1.621807367E-2	6.912320852E-3	3.578281403E-2	3.989004729E-2
1.094975850E2	-1.815907657E-3	1.158598065E-2	1.423645020E-2	1.844475488E-2
1.095055768E2	-2.102061361E-2	6.776690483E-3	2.381515503E-2	3.248001446E-2
1.095135714E2	-1.623620093E-2	6.756752729E-3	1.184558868E-2	2.120344074E-2
1.095215642E2	-9.016320109E-3	6.786763668E-3	1.663208008E-2	2.009926061E-2
1.095295566E2	-2.098625153E-2	1.404005289E-2	2.141857147E-2	3.311043706E-2
1.095375510E2	-6.572134793E-3	9.128510952E-3	4.660606384E-3	1.217554598E-2
1.095455469E2	-1.615729928E-2	1.878917217E-3	1.424026489E-2	2.161882962E-2
1.095535430E2	-1.381258667E-2	4.300117493E-3	2.860546112E-2	3.205543584E-2
1.095615373E2	-1.869399846E-2	1.145905256E-2	2.621364594E-2	3.417500106E-2
1.095695313E2	-1.380641013E-2	1.133763790E-2	2.382087708E-2	2.977571458E-2
1.095775236E2	6.432533264E-4	4.135340452E-3	1.424407959E-2	1.484616512E-2
1.095855139E2	-1.851893961E-2	6.509840488E-3	1.903247833E-2	2.734162356E-2
1.095935046E2	-1.812644303E-3	1.127284765E-2	2.142810822E-2	2.428016876E-2
1.096014968E2	-1.852516085E-2	1.832884550E-2	2.621936798E-2	3.696732908E-2
1.096094930E2	-1.373876631E-2	8.769989014E-3	3.100776672E-2	3.503067234E-2
1.096174863E2	-1.374509186E-2	8.743315935E-3	2.143192291E-2	2.692026083E-2
1.096254819E2	-8.920006454E-3	6.325274706E-3	3.100967407E-2	3.288123327E-2
1.096334754E2	-6.490632892E-3	8.934587240E-3	2.860736847E-2	3.066490984E-2
1.096414687E2	-6.555087864E-3	1.125788689E-2	2.382183075E-2	2.715122123E-2
1.096494617E2	-1.619061083E-2	1.367157698E-2	2.142810822E-2	3.013655119E-2
1.096574531E2	-1.605933160E-2	8.857280016E-3	1.903343201E-2	2.643151669E-2
1.096654467E2	-8.937209845E-3	-7.969170809E-3	2.143001556E-2	2.454846167E-2
1.096734419E2	-1.721911132E-3	1.834341884E-2	2.382469177E-2	3.011746886E-2
1.096814368E2	-1.127635688E-2	4.057615995E-3	3.339862823E-2	3.548364186E-2
1.096894283E2	-1.838047802E-2	6.385147572E-3	2.142906189E-2	2.894506478E-2
1.096974248E2	-6.319068372E-3	3.965556622E-3	2.382183075E-2	2.496268985E-2
1.097054213E2	-4.002094269E-3	1.596942544E-2	2.382278442E-2	2.895797585E-2
1.097134168E2	-3.877937794E-3	1.852682233E-2	1.902770996E-2	2.683906283E-2
1.097214117E2	-1.102957129E-2	1.839786768E-2	2.381896973E-2	3.205427112E-2
1.097294065E2	-1.817506552E-2	1.122659445E-2	2.621364594E-2	3.381604150E-2
1.097374017E2	-1.334796101E-2	1.104798913E-2	2.382278442E-2	2.945761675E-2
1.097453955E2	-1.809865981E-2	-9.505152702E-4	1.903533936E-2	2.628324772E-2
1.097533879E2	-3.790840507E-3	1.089543104E-2	3.340435028E-2	3.534022506E-2
1.097613819E2	-1.366153359E-3	1.574963331E-2	2.143192291E-2	2.663164742E-2
1.097693757E2	-1.086711138E-2	6.289631128E-3	1.663970947E-2	2.084546716E-2
1.097773707E2	-1.084359735E-2	6.267994642E-3	2.142810822E-2	2.482005604E-2
1.097853675E2	-2.039065957E-2	8.735120296E-3	1.903057098E-2	2.922745210E-2
1.097933664E2	-8.428260684E-3	6.358861923E-3	3.100204468E-2	3.275053400E-2
1.098013646E2	-1.079158485E-2	3.895610571E-3	2.621555328E-2	2.861624223E-2
1.098093628E2	-1.567813009E-2	8.559703827E-3	2.621936798E-2	3.172581835E-2
1.098173621E2	-1.079955697E-2	1.341360807E-2	2.382183075E-2	2.939447112E-2
1.098253619E2	-1.790039986E-2	6.209582090E-3	2.861022949E-2	3.431513451E-2
1.098333609E2	-1.551227272E-2	1.580533385E-2	9.455680847E-3	2.408005572E-2
1.098413563E2	-1.297337562E-2	6.339430809E-3	2.381610870E-2	2.785146121E-2
1.098493551E2	-1.297330111E-2	1.617908478E-3	2.142047882E-2	2.509504099E-2
1.098573522E2	-1.526922733E-2	6.378263235E-3	2.620887756E-2	3.099575468E-2
1.098653489E2	-1.278477907E-2	6.307452917E-3	1.902580261E-2	2.377426557E-2
1.098733446E2	-1.284105331E-2	1.341906190E-2	1.424026489E-2	2.340403847E-2
1.098813426E2	-1.045504957E-2	1.583379507E-2	2.142333984E-2	2.861776752E-2
1.098893400E2	-2.007102966E-2	8.711189032E-3	2.860450745E-2	3.601317665E-2
1.098973388E2	-1.284647733E-2	1.600652933E-3	2.381324768E-2	2.710470134E-2
1.099053376E2	-1.519038528E-2	8.802860975E-3	2.381134033E-2	2.958408516E-2
1.099133358E2	-1.523743570E-2	1.112109423E-2	1.663208008E-2	2.514923997E-2
1.099213320E2	-1.514668018E-2	8.654505014E-3	1.902770996E-2	2.581426202E-2
1.099293259E2	-1.997608691E-2	1.106590033E-2	2.381610870E-2	3.299553352E-2
1.099373203E2	-1.517665386E-2	1.412689686E-3	2.621269226E-2	3.032213301E-2
1.099453142E2	-3.344766796E-3	6.174087524E-3	1.903247833E-2	2.028649928E-2
1.099533062E2	-1.306442916E-2	8.495360613E-3	2.861213684E-2	3.258074333E-2
1.099613002E2	-1.071715355E-2	1.337945461E-3	2.143001556E-2	2.399777167E-2
1.099692949E2	-1.011379063E-3	8.454769850E-3	1.903629303E-2	2.085393184E-2
1.099772902E2	-8.156910539E-3	1.819670200E-2	2.142524719E-2	2.926937599E-2
1.099852857E2	-2.023051679E-2	8.642047644E-3	2.860832214E-2	3.608870866E-2
1.099932818E2	-1.061835140E-2	1.589408517E-2	1.902866364E-2	2.697149179E-2
1.100012794E2	-8.467376232E-3	1.116698980E-2	3.579044342E-2	3.843636249E-2
1.100092795E2	-8.625499904E-3	1.118814945E-2	2.142715454E-2	2.566509085E-2
1.100172787E2	-1.576331258E-2	6.320059299E-3	2.621650696E-2	3.123668372E-2
1.100252790E2	-1.415915787E-3	6.441086531E-3	2.142429352E-2	2.241635042E-2
1.100332763E2	-1.115801185E-2	8.814841509E-3	2.142715454E-2	2.571625189E-2
1.100412743E2	-1.596605033E-2	6.352990866E-3	3.340053558E-2	3.756156324E-2
1.100492709E2	-6.364569068E-3	8.729070425E-3	2.143001556E-2	2.399895783E-2
1.100572663E2	-8.966073394E-3	1.105132699E-2	2.622222900E-2	2.983500619E-2
1.100652612E2	5.418404937E-3	6.292521954E-3	2.382755280E-2	2.523305802E-2
1.100732552E2	-1.371827722E-2	1.101803780E-2	2.622413635E-2	3.157995589E-2
1.100812542E2	-8.954979479E-3	1.094961166E-2	2.383136749E-2	2.771316888E-2
1.100892493E2	-1.381130517E-2	1.561731100E-2	2.144145966E-2	2.990633287E-2
1.100972446E2	4.836097360E-4	1.075533032E-2	7.079124451E-3	1.288506933E-2
1.101052416E2	-1.404622942E-2	3.548741341E-3	1.187038422E-2	1.872955278E-2
1.101132347E2	-1.865863800E-2	1.807558537E-2	2.383422852E-2	3.525538267E-2
1.101212297E2	-1.144041866E-2	8.468270302E-3	2.383422852E-2	2.776085788E-2
1.101292262E2	-1.136671007E-2	3.754556179E-3	1.904296875E-2	2.249296443E-2
1.101372264E2	-1.901090145E-3	3.776490688E-3	1.904392242E-2	1.950761408E-2
1.101452238E2	-6.765894592E-3	1.103669405E-2	2.383136749E-2	2.712047237E-2
1.101532228E2	-1.627016813E-2	3.740072250E-3	3.341007233E-2	3.734888812E-2
1.101612215E2	-2.092528343E-2	8.361160755E-3	2.144336700E-2	3.110618081E-2
1.101692167E2	-2.078925818E-2	8.385330439E-3	2.622890472E-2	3.450307907E-2
1.101772147E2	-2.064673603E-2	3.621309996E-3	1.664924622E-2	2.676936671E-2
1.101852155E2	-6.337203085E-3	1.317405701E-2	2.622795105E-2	3.002701013E-2
1.101932150E2	-6.443254650E-3	8.362501860E-3	3.820037842E-2	3.963225806E-2
1.102012135E2	-1.113881916E-2	1.556164026E-2	3.580474854E-2	4.059825067E-2
1.102092123E2	-1.105494797E-2	1.079374552E-2	1.665019989E-2	2.271444416E-2
1.102172095E2	-1.350575686E-2	8.419513702E-3	2.143859863E-2	2.670032192E-2
1.102252037E2	-2.543117851E-2	1.211941242E-3	2.143859863E-2	3.328403752E-2
1.102332001E2	-3.845751286E-3	1.076546311E-2	2.862071991E-2	3.081932198E-2
1.102411992E2	-1.342808455E-2	8.345395327E-3	1.665019989E-2	2.296058001E-2
1.102491988E2	-1.328811049E-3	1.540651917E-2	1.665306091E-2	2.272555851E-2
1.102571969E2	-1.570794731E-2	8.151978254E-3	1.665496826E-2	2.430189964E-2
1.102651937E2	-1.098100096E-2	1.535484195E-2	2.144336700E-2	2.856871614E-2
1.102731910E2	-1.338515431E-2	1.048898697E-2	9.473800659E-3	1.946622979E-2
1.102811918E2	-6.363235414E-3	3.330916166E-3	2.384090424E-2	2.489928678E-2
1.102891904E2	-1.360309124E-2	8.092522621E-3	2.863121033E-2	3.271512217E-2
1.102971871E2	-1.609906554E-2	1.060158014E-2	2.623462677E-2	3.255501581E-2
1.103051841E2	-1.615390182E-2	5.787700415E-3	2.623653412E-2	3.134966894E-2
1.103131825E2	-1.854705811E-2	7.962763309E-3	2.863597870E-2	3.503452925E-2
1.103211772E2	5.949884653E-4	1.492854953E-2	2.146053314E-2	2.614899778E-2
1.103291733E2	-1.368131489E-2	7.813721895E-3	1.906299591E-2	2.473116334E-2
1.103371703E2	-1.354611665E-2	5.441993475E-3	9.483337402E-3	1.740822385E-2
1.103451673E2	-1.346226037E-2	6.811320782E-4	2.384662628E-2	2.739266289E-2
1.103531636E2	-1.414082944E-3	7.605254650E-4	1.666164398E-2	1.673882940E-2
1.103611596E2	-6.322197616E-3	1.032242179E-2	2.145195007E-2	2.463145826E-2
1.103691560E2	-8.928835392E-3	7.958680391E-3	1.666545868E-2	2.051346407E-2
1.103771553E2	-1.125153899E-2	1.512384415E-2	1.187610626E-2	2.227935572E-2
1.103851534E2	-2.079457045E-2	7.394850254E-4	1.666545868E-2	2.665892929E-2
1.103931539E2	-6.352677941E-3	1.269108057E-2	1.666450500E-2	2.188894173E-2
1.104011521E2	-1.350479573E-2	1.266953349E-2	1.666545868E-2	2.491252897E-2
1.104091480E2	-1.581276208E-2	1.259472966E-2	2.624225616E-2	3.312592140E-2
1.104171458E2	-1.576697081E-2	1.012203097E-2	1.427268982E-2	2.355339794E-2
1.104251478E2	-1.093474030E-2	1.478183270E-2	4.699707031E-3	1.897783891E-2
1.104331487E2	-8.545756340E-3	9.911537170E-3	1.906681061E-2	2.312599808E-2
1.104411484E2	1.062862575E-3	2.654761076E-3	2.385711670E-2	2.402788901E-2
1.104491501E2	1.125350595E-3	1.216986775E-2	2.146434784E-2	2.470000654E-2
1.104571525E2	-1.330719143E-2	2.245008945E-4	2.146434784E-2	2.525569189E-2
1.104651528E2	-1.079370826E-2	9.877413511E-3	2.146053314E-2	2.597348491E-2
1.104731503E2	-1.067860425E-2	9.765237570E-3	2.385616302E-2	2.790177356E-2
1.104811469E2	-1.548796147E-2	1.231729984E-4	1.667594910E-2	2.275916080E-2
1.104891444E2	-1.301416010E-2	1.446604729E-2	1.188755035E-2	2.280238454E-2
1.104971426E2	-1.547414809E-2	7.263511419E-3	3.343677521E-2	3.755297317E-2
1.105051375E2	-5.965776742E-3	7.244527340E-3	1.667881012E-2	1.913782578E-2
1.105131323E2	-8.233703673E-3	1.923742890E-2	2.385807037E-2	3.173452487E-2
1.105211251E2	-8.211620152E-3	2.101957798E-4	3.343200684E-2	3.442635573E-2
1.105291198E2	-1.292227209E-2	2.584338188E-3	2.145957947E-2	2.518288051E-2
1.105371136E2	-1.279886067E-2	9.652674198E-3	2.864456177E-2	3.282523225E-2
1.105451101E2	-8.032321930E-4	4.989564419E-3	1.427555084E-2	1.514372104E-2
1.105531073E2	-1.269950718E-2	1.219990849E-2	1.906108856E-2	2.595072922E-2
1.105611039E2	-7.525011897E-4	9.832143784E-3	1.427268982E-2	1.734782361E-2
1.105691019E2	-1.987044513E-2	7.316052914E-3	1.906394958E-2	2.849198824E-2
1.105770974E2	-1.030790806E-2	1.461389661E-2	2.384948730E-2	2.980967942E-2
1.105850938E2	-2.228564769E-2	5.152970552E-3	2.145290375E-2	3.135969193E-2
1.105930888E2	-1.984486729E-2	2.684593201E-3	1.666545868E-2	2.605308641E-2
1.106010853E2	-1.271115988E-2	2.613425255E-3	2.624511719E-2	2.927814464E-2
1.106090815E2	-1.266125590E-2	1.465123892E-2	2.384757996E-2	3.071926549E-2
1.106170803E2	-7.883481681E-3	1.223301888E-2	2.145576477E-2	2.592577629E-2
1.106250753E2	-6.693676114E-4	7.469683886E-3	1.666545868E-2	1.827516740E-2
1.106330725E2	-3.126829863E-3	5.099505186E-3	1.427078247E-2	1.547376006E-2
1.106410676E2	-1.032857597E-2	9.913772345E-3	2.384757996E-2	2.781491387E-2
1.106490651E2	-1.278630644E-2	2.613961697E-3	2.863979340E-2	3.147316625E-2
1.106570627E2	-5.679875612E-3	-2.185702324E-3	1.906394958E-2	2.001180790E-2
1.106650608E2	-3.262892365E-3	-2.005815506E-3	2.624225616E-2	2.652028980E-2
1.106730559E2	-1.043320447E-2	3.352165222E-4	1.906108856E-2	2.173221624E-2
1.106810516E2	-1.514790207E-2	7.554262877E-3	2.624130249E-2	3.122710011E-2
1.106890479E2	-1.991409808E-2	5.151540041E-3	1.187610626E-2	2.375187503E-2
1.106970408E2	-1.748527586E-2	-2.040833235E-3	2.145290375E-2	2.775116126E-2
1.107050337E2	-1.031742990E-2	7.477402687E-3	3.103160858E-2	3.354581407E-2
1.107130301E2	-1.501555741E-2	2.676308155E-3	2.384757996E-2	2.830789041E-2
1.107210231E2	-2.965733409E-3	1.228791475E-2	2.145195007E-2	2.489928886E-2
1.107290164E2	-1.012054831E-2	-1.991122961E-3	3.102588654E-2	3.269549975E-2
1.107370070E2	-1.263243705E-2	2.193695307E-2	1.426792145E-2	2.905825112E-2
1.107449978E2	-3.085851669E-3	4.754662514E-4	2.144908905E-2	2.167514636E-2
1.107529895E2	-7.252842188E-4	5.637407303E-4	1.426410675E-2	1.429365531E-2
1.107609809E2	-1.272974908E-2	5.345106125E-3	1.665973663E-2	2.163708612E-2
1.107689716E2	-7.730357349E-3	1.749357581E-2	1.425647736E-2	2.385436576E-2
1.107769628E2	-1.010324806E-2	1.034274697E-2	9.467124939E-3	1.728220156E-2
1.107849552E2	-3.005176783E-3	1.286920905E-2	2.143573761E-2	2.518210627E-2
1.107929506E2	-7.784374058E-3	-1.503586769E-3	1.904106140E-2	2.062569446E-2
1.108009480E2	-5.382135510E-3	3.373831511E-3	2.622127533E-2	2.697972204E-2
1.108089474E2	-1.972781867E-2	1.044693589E-2	2.622509003E-2	3.443952157E-2
1.108169467E2	-1.501033455E-2	8.084952831E-3	1.664733887E-2	2.382877456E-2
1.108249453E2	-1.029185951E-2	3.138363361E-3	7.076263428E-3	1.287808995E-2
1.108329428E2	-5.575209856E-3	7.912069559E-3	1.904869080E-2	2.136671315E-2
1.108409386E2	-5.741260946E-3	-6.417185068E-3	1.426124573E-2	1.665909575E-2
1.108489331E2	-1.539247483E-2	1.262962818E-2	2.384185791E-2	3.106235629E-2
1.108569320E2	-1.555269212E-2	1.486244798E-2	2.863693237E-2	3.581693018E-2
1.108649310E2	-8.576937020E-3	5.315214396E-3	9.485244751E-3	1.384865411E-2
1.108729293E2	-8.454374969E-3	-4.177927971E-3	2.145195007E-2	2.343326055E-2
1.108809276E2	-1.574983448E-2	5.290508270E-3	2.863883972E-2	3.310936279E-2
1.108889242E2	-1.336353272E-2	1.240622997E-2	1.667022705E-2	2.470617370E-2
1.108969234E2	-1.108004898E-2	1.238840818E-2	1.906585693E-2	2.529322129E-2
1.109049230E2	-8.598811924E-3	5.184978247E-3	3.582477570E-2	3.720535068E-2
1.109129212E2	-1.100847870E-2	2.679347992E-3	2.146434784E-2	2.427104730E-2
1.109209200E2	-1.576609164E-2	4.964381456E-3	3.104305267E-2	3.516938794E-2
1.109289202E2	-1.808103174E-2	9.834140539E-3	1.667499542E-2	2.648942244E-2
1.109369173E2	-8.607499301E-3	9.909123182E-3	1.188468933E-2	1.770665431E-2
1.109449183E2	-1.335111260E-2	9.884953499E-3	2.864456177E-2	3.311307041E-2
1.109529169E2	-8.532814682E-3	3.892481327E-4	2.145957947E-2	2.309705590E-2
1.109609184E2	-1.328418404E-2	4.214942455E-4	1.906394958E-2	2.323965096E-2
1.109689194E2	-3.874666989E-3	5.294591188E-3	1.906394958E-2	2.016134703E-2
1.109769189E2	-2.065128088E-2	-4.243731499E-3	2.863883972E-2	3.556216810E-2
1.109849218E2	-1.836177707E-2	1.264476776E-2	2.863693237E-2	3.629213282E-2
1.109929251E2	-1.836436987E-2	5.398631096E-3	1.666831970E-2	2.538165046E-2
1.110009300E2	-1.587635279E-2	2.989649773E-3	1.427268982E-2	2.155704660E-2
1.110089352E2	-1.617848873E-3	1.025253534E-2	2.384853363E-2	2.600931511E-2
1.110169393E2	-1.125116646E-2	1.506850123E-2	1.427173615E-2	2.360785735E-2
1.110249401E2	-1.576413959E-2	1.279735565E-2	3.341865540E-2	3.910354124E-2
1.110329426E2	-1.337888837E-2	5.641639233E-3	3.581237793E-2	3.864387610E-2
1.110409428E2	-1.816470176E-2	1.035502553E-2	2.144908905E-2	2.995407092E-2
1.110489460E2	-1.332576573E-2	1.501750946E-2	2.624034882E-2	3.304024105E-2
1.110569453E2	-1.093214005E-2	5.795955658E-4	2.624320984E-2	2.843507833E-2
1.110649470E2	-8.498452604E-3	-6.427645683E-3	3.581428528E-2	3.736577787E-2
1.110729455E2	-2.051661909E-2	1.279982924E-2	1.905250549E-2	3.078579629E-2
1.110809453E2	-2.290871739E-2	1.033568382E-2	1.905441284E-2	3.153896545E-2
1.110889432E2	-1.817147434E-2	3.087937832E-3	1.666355133E-2	2.484777219E-2
1.110969453E2	-1.092852652E-2	1.503017545E-2	2.863407135E-2	3.413574238E-2
1.111049454E2	-5.994141102E-3	1.035803556E-2	4.059982300E-2	4.232687392E-2
1.111129493E2	-1.571550220E-2	3.152728081E-3	1.905441284E-2	2.489954523E-2
1.111209496E2	-1.331774145E-2	3.177464008E-3	9.477615356E-3	1.665183797E-2
1.111289495E2	-8.535459638E-3	-6.318271160E-3	2.144622803E-2	2.393147129E-2
1.111369479E2	-1.419812441E-3	3.152430058E-3	2.623844147E-2	2.646525067E-2
1.111449453E2	-1.336301118E-2	1.506274939E-2	2.145099640E-2	2.942111034E-2
1.111529448E2	-1.566636562E-2	1.259884238E-2	1.905727386E-2	2.770100230E-2
1.111609492E2	-1.319015026E-2	1.013851166E-2	2.145290375E-2	2.714768060E-2
1.111689546E2	-1.319856197E-2	5.329966545E-3	1.187705994E-2	1.853847712E-2
1.111769574E2	-1.067604125E-2	5.313694477E-3	2.145195007E-2	2.454382545E-2
1.111849589E2	6.012886763E-3	7.740288973E-3	2.863407135E-2	3.026511065E-2
1.111929599E2	-8.426420391E-3	2.986788750E-3	1.905822754E-2	2.105092645E-2
1.112009606E2	-3.620989621E-3	7.668465376E-3	1.187896729E-2	1.459543733E-2
1.112089582E2	-8.493967354E-3	5.270838737E-4	1.666736603E-2	1.871433646E-2
1.112169575E2	-1.326251030E-2	5.304723978E-3	2.145576477E-2	2.577564971E-2
1.112249586E2	-1.324198395E-2	2.900987864E-3	3.103256226E-2	3.386422581E-2
1.112329602E2	-5.996465683E-3	1.007503271E-2	1.666641235E-2	2.037727130E-2
1.112409632E2	-8.421897888E-3	1.241034269E-2	2.624511719E-2	3.022831696E-2
1.112489634E2	-8.592545986E-3	4.276335239E-4	1.188278198E-2	1.467021556E-2
1.112569640E2	-8.623786271E-3	1.238760352E-2	2.864170074E-2	3.237544490E-2
1.112649640E2	-1.104556024E-2	-1.844406128E-3	2.624511719E-2	2.853440750E-2
1.112729652E2	-1.824021339E-2	1.484653354E-2	2.864074707E-2	3.705964565E-2
1.112809657E2	-6.245143712E-3	5.303382874E-3	2.385139465E-2	2.521937186E-2
1.112889670E2	-8.611999452E-3	7.728636265E-3	7.091522217E-3	1.357158946E-2
1.112969664E2	-3.893829882E-3	1.733359694E-2	2.863883972E-2	3.370161175E-2
1.113049664E2	-1.358933002E-2	-1.835584641E-3	2.624702454E-2	2.961326659E-2
1.113129648E2	-8.820347488E-3	1.246175170E-2	9.489059448E-3	1.797598494E-2
1.113209619E2	5.369842052E-3	1.009991765E-2	2.385520935E-2	2.645589827E-2
1.113289575E2	-1.376292109E-2	1.486772299E-2	1.906776428E-2	2.782169690E-2
1.113369564E2	-6.652675569E-3	5.270749331E-3	2.625179291E-2	2.758977205E-2
1.113449569E2	-4.197292030E-3	3.055065870E-3	1.666927338E-2	1.745896225E-2
1.113529523E2	-9.011380374E-3	7.872074842E-3	3.103446960E-2	3.326128143E-2
1.113609473E2	-1.846513897E-2	1.029264927E-2	2.863788605E-2	3.559534385E-2
1.113689432E2	-2.073015273E-2	8.019477129E-3	2.145004272E-2	3.088940884E-2
1.113769402E2	-2.078364044E-2	1.522132754E-2	2.623844147E-2	3.677097134E-2
1.113849336E2	-1.365638524E-2	1.045265794E-2	3.581619263E-2	3.973102780E-2
1.113929306E2	-1.136243343E-2	1.276773214E-2	2.145385742E-2	2.742968968E-2
1.114009274E2	-4.097186029E-3	1.034629345E-2	2.384757996E-2	2.631615077E-2
1.114089254E2	-1.607687026E-2	5.577921867E-3	2.145290375E-2	2.738258660E-2
1.114169209E2	-1.130151749E-2	-4.018783569E-3	1.666545868E-2	2.053320316E-2
1.114249201E2	-1.605082303E-2	-1.689940691E-3	1.906013489E-2	2.497545919E-2
1.114329188E2	-1.118209958E-2	6.437301636E-4	2.863788605E-2	3.075032125E-2
1.114409170E2	-4.019349813E-3	5.563437939E-3	1.187515259E-2	1.371591279E-2
1.114489134E2	-6.480775774E-3	1.028922200E-2	1.906108856E-2	2.260959180E-2
1.114569098E2	-2.081158757E-2	1.271304488E-2	1.905918121E-2	3.095151169E-2
1.114649070E2	-6.415188313E-3	1.030030847E-2	2.863597870E-2	3.110096898E-2
1.114729072E2	-1.829985529E-2	1.496860385E-2	1.427268982E-2	2.761618148E-2
1.114809087E2	-1.122007519E-2	2.926498652E-3	1.906394958E-2	2.231341873E-2
1.114889104E2	-4.009261727E-3	7.649242878E-3	2.146148682E-2	2.313396880E-2
1.114969103E2	-6.471484900E-3	1.007252932E-2	1.667213440E-2	2.052549705E-2
1.115049078E2	-1.845877618E-2	-4.260033369E-3	3.103637695E-2	3.636111930E-2
1.115129035E2	-1.359053701E-2	1.248222589E-2	2.624797821E-2	3.208527730E-2
1.115208964E2	-1.608520001E-2	1.015996933E-2	3.342914581E-2	3.846383270E-2
1.115288937E2	-6.572239101E-3	5.258649588E-3	2.625179291E-2	2.756817646E-2
1.115368910E2	-1.372253895E-2	2.848654985E-3	1.667499542E-2	2.178252471E-2
1.115448855E2	-1.148541272E-2	1.010903716E-2	3.104019165E-2	3.460636987E-2
1.115528787E2	-1.862218976E-2	5.346596241E-3	1.427841187E-2	2.406751105E-2
1.115608716E2	-6.613977253E-3	7.721573114E-3	7.096290588E-3	1.239857760E-2
