"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.347417695E1	-2.012130618E-2	-3.289759159E-3	1.897048950E-2	2.784903858E-2
2.348217691E1	1.534909010E-3	1.590174437E-2	2.375602722E-2	2.862813736E-2
2.349018242E1	-5.529612303E-3	8.795589209E-3	3.572368622E-2	3.720377345E-2
2.349818437E1	1.667477190E-3	1.117402315E-2	3.572368622E-2	3.746759974E-2
2.350618734E1	6.555743515E-3	3.893852234E-3	1.896572113E-2	2.044109675E-2
2.351419183E1	6.606377661E-3	3.892689943E-3	3.572559357E-2	3.653922956E-2
2.352219519E1	-5.412563682E-3	1.595959067E-2	3.093528748E-2	3.522777869E-2
2.353019812E1	-5.411207676E-3	8.632600307E-3	3.093814850E-2	3.257256498E-2
2.353820050E1	-5.411207676E-3	3.844201565E-3	2.136135101E-2	2.236887059E-2
2.354620191E1	-1.259247959E-2	3.939419985E-3	3.572368622E-2	3.808242809E-2
2.355420480E1	-4.777237773E-4	1.102626324E-2	3.093719482E-2	3.284686780E-2
2.356220683E1	-7.706925273E-3	1.496732235E-3	2.135944366E-2	2.275659769E-2
2.357021124E1	-2.870567143E-3	6.237268448E-3	3.333091736E-2	3.403077615E-2
2.357821370E1	-7.705554366E-3	1.341930032E-2	1.896572113E-2	2.447757682E-2
2.358621734E1	-5.695149302E-4	8.726149797E-3	3.332901001E-2	3.445711749E-2
2.359422077E1	-1.498534530E-2	1.116943359E-2	3.811740875E-2	4.245295833E-2
2.360222683E1	-3.012992442E-3	6.332516670E-3	1.896381378E-2	2.021892984E-2
2.361022972E1	-3.052510321E-3	2.082613111E-2	2.135562897E-2	2.998513706E-2
2.361822874E1	1.645781100E-3	1.372557878E-2	2.614307404E-2	2.957296787E-2
2.362622933E1	-1.003032923E-2	1.116997004E-2	3.572082520E-2	3.874729781E-2
2.363423285E1	4.202395678E-3	6.309330463E-3	3.093624115E-2	3.185151169E-2
2.364223460E1	-5.463048816E-3	1.113304496E-2	3.572463989E-2	3.781586291E-2
2.365023984E1	-7.897913456E-3	1.355907321E-2	2.614688873E-2	3.049402062E-2
2.365824339E1	-7.932670414E-3	1.109534502E-2	3.093814850E-2	3.381128471E-2
2.366624367E1	-3.137201071E-3	1.457512379E-3	2.854537964E-2	2.875421833E-2
2.367424531E1	-8.010096848E-3	1.350787282E-2	3.093814850E-2	3.469572470E-2
2.368224628E1	-1.029989123E-2	1.524806023E-3	3.333187103E-2	3.492028665E-2
2.369024605E1	-8.028693497E-3	8.634954691E-3	2.615356445E-2	2.868852201E-2
2.369824738E1	-2.256331593E-2	3.829121590E-3	3.094291687E-2	3.848674450E-2
2.370624890E1	1.399606466E-3	1.812383533E-2	1.658058167E-2	2.460382071E-2
2.371424910E1	-1.519121230E-2	6.368070841E-3	3.093719482E-2	3.504904108E-2
2.372224777E1	-1.042515785E-2	8.690744638E-3	3.812217712E-2	4.046620006E-2
2.373024773E1	-1.045337319E-2	6.278514862E-3	2.854537964E-2	3.104080313E-2
2.373824839E1	-3.108739853E-3	3.772854805E-3	3.573036194E-2	3.606324252E-2
2.374624800E1	-1.031810790E-2	8.592486382E-3	1.896953583E-2	2.324085761E-2
2.375424753E1	8.693143725E-3	8.543998003E-3	3.812599182E-2	4.002701465E-2
2.376224433E1	-1.041256636E-2	3.803491592E-3	3.094291687E-2	3.286871143E-2
2.377024046E1	-1.013629138E-3	1.575806737E-2	3.094482422E-2	3.474084451E-2
2.377823745E1	-3.502234817E-3	3.738582134E-3	2.615928650E-2	2.665616092E-2
2.378623745E1	-3.446541727E-3	1.574659348E-2	3.573417664E-2	3.920159736E-2
2.379423933E1	-1.072495431E-2	-1.060724258E-3	3.094768524E-2	3.277055084E-2
2.380224031E1	-5.888633430E-3	1.086235046E-2	1.658439636E-2	2.068112337E-2
2.381024054E1	-8.357971907E-3	1.318591833E-2	2.137565613E-2	2.646965832E-2
2.381824210E1	-1.078413427E-2	8.379489183E-3	4.771137238E-2	4.962749686E-2
2.382624581E1	-5.891904235E-3	5.976259708E-3	2.855682373E-2	2.976444855E-2
2.383424835E1	-3.496356308E-3	3.581494093E-3	3.573989868E-2	3.608866810E-2
2.384225034E1	-8.188955486E-3	8.369833231E-3	3.813266754E-2	3.989001672E-2
2.385024785E1	-1.006342471E-3	1.283049583E-3	2.137088776E-2	2.143300690E-2
2.385824761E1	-3.447063267E-3	6.118834019E-3	4.052448273E-2	4.112853116E-2
2.386624488E1	-1.540919393E-2	1.333934069E-2	2.615737915E-2	3.316006260E-2
2.387424167E1	-1.055642217E-2	1.332360506E-2	2.136898041E-2	2.730549074E-2
2.388224031E1	-5.752846599E-3	6.028354168E-3	3.573703766E-2	3.669566948E-2
2.389023808E1	-1.012332737E-3	3.682076931E-3	3.573608398E-2	3.593953543E-2
2.389823581E1	-5.706302822E-3	1.288443804E-3	2.615833282E-2	2.680448387E-2
2.390623320E1	-1.772657782E-2	3.731042147E-3	1.658058167E-2	2.455744134E-2
2.391423171E1	-8.188366890E-3	1.095408201E-2	1.897335052E-2	2.338865740E-2
2.392222984E1	-5.792841315E-3	1.472413540E-3	3.573131561E-2	3.622777840E-2
2.393022574E1	-1.004442573E-3	1.583763957E-2	3.094291687E-2	3.477504617E-2
2.393822222E1	-8.189745247E-3	3.867775202E-3	2.136611938E-2	2.320652214E-2
2.394621870E1	-5.698420107E-3	8.655577898E-3	4.530715942E-2	4.647719565E-2
2.395421574E1	-1.535800844E-2	3.857761621E-3	3.812503815E-2	4.128279644E-2
2.396221284E1	-1.285191625E-2	8.634358644E-3	1.897048950E-2	2.448679997E-2
2.397021327E1	-1.282788068E-2	1.345327497E-2	3.572845459E-2	4.027490034E-2
2.397821574E1	-8.065015078E-3	1.826852560E-2	3.094005585E-2	3.682486323E-2
2.398621691E1	-5.650281906E-3	1.444011927E-3	3.094196320E-2	3.148675821E-2
2.399421835E1	-5.728475749E-3	3.728151321E-3	3.333950043E-2	3.403287874E-2
2.400222242E1	-5.661495030E-3	8.549451828E-3	1.897239685E-2	2.156611914E-2
2.401022581E1	-1.751277596E-2	6.185919046E-3	2.615356445E-2	3.207759108E-2
2.401822425E1	-1.030743122E-2	1.086184382E-2	2.136802673E-2	2.609243868E-2
2.402622624E1	-1.033443958E-2	-3.563195467E-3	2.855205536E-2	3.057313966E-2
2.403422968E1	-5.622185767E-3	1.323023438E-2	2.376270294E-2	2.777254266E-2
2.404223132E1	-5.653768778E-3	-3.634154797E-3	3.334426880E-2	3.401488563E-2
2.405023445E1	1.575410366E-3	5.991131067E-3	3.812980652E-2	3.862975167E-2
2.405823863E1	3.921687603E-3	3.644853830E-3	3.573608398E-2	3.613491790E-2
2.406623702E1	-1.053937525E-2	8.385300636E-3	3.094959259E-2	3.375305881E-2
2.407423667E1	-1.527989656E-2	1.077952981E-2	3.573799133E-2	4.033456987E-2
2.408223945E1	-1.291139424E-2	1.310867071E-2	2.137470245E-2	2.820317808E-2
2.409023995E1	-5.710758269E-3	1.309275627E-2	1.179790497E-2	1.852629451E-2
2.409824081E1	-1.521435380E-2	5.892157555E-3	3.095054626E-2	3.498757488E-2
2.410624023E1	-3.224141896E-3	8.317679167E-3	4.052639008E-2	4.149659227E-2
2.411423921E1	3.975689411E-3	1.318317652E-2	2.855300903E-2	3.169978824E-2
2.412223527E1	-1.042054594E-2	6.079167128E-3	3.333950043E-2	3.545513135E-2
2.413023589E1	-5.664013326E-3	1.324376464E-2	3.334045410E-2	3.631892383E-2
2.413823386E1	-5.600638688E-3	8.390814066E-3	3.573608398E-2	3.713274314E-2
2.414623402E1	-5.637675524E-3	1.062771678E-2	3.574085236E-2	3.771127519E-2
2.415423788E1	-8.022107184E-3	3.481984138E-3	2.137470245E-2	2.309450849E-2
2.416224265E1	-3.364294767E-3	1.323541999E-2	1.179409027E-2	1.804426188E-2
2.417024374E1	-7.993437350E-3	8.380621672E-3	3.094768524E-2	3.304374498E-2
2.417824413E1	-5.635328591E-3	1.076027751E-2	3.813076019E-2	4.001868780E-2
2.418624425E1	-8.159473538E-3	-1.129448414E-3	1.897716522E-2	2.068780950E-2
2.419424581E1	-1.292750239E-2	1.077610254E-2	4.052639008E-2	4.388203501E-2
2.420224878E1	-1.085981727E-3	1.305851340E-2	7.012367249E-3	1.486194547E-2
2.421025187E1	-5.761429667E-3	8.299291134E-3	2.855777740E-2	3.029222599E-2
2.421826136E1	-3.413788974E-3	3.510296345E-3	3.095245361E-2	3.133736620E-2
2.422626765E1	-3.543309867E-3	1.546373963E-2	2.377223969E-2	2.857974226E-2
2.423427644E1	-1.147747040E-3	1.193821430E-3	2.616405487E-2	2.621641280E-2
2.424228546E1	-8.510544896E-3	1.315009594E-2	3.813743591E-2	4.122885416E-2
2.425029144E1	-8.589506149E-3	8.342772722E-3	2.377319336E-2	2.661853105E-2
2.425829726E1	-1.574831456E-2	1.071336865E-2	3.334999084E-2	3.840582728E-2
2.426629749E1	-3.758862615E-3	1.308816671E-2	4.292678833E-2	4.503485664E-2
2.427430058E1	-6.139256060E-3	1.058176160E-2	2.617168427E-2	2.888981137E-2
2.428230394E1	-1.090233773E-2	3.327280283E-3	1.659679413E-2	2.013418331E-2
2.429031117E1	-8.638575673E-3	3.459751606E-3	4.053688049E-2	4.159126772E-2
2.429831812E1	-6.275139749E-3	3.444880247E-3	2.856540680E-2	2.944871889E-2
2.430632406E1	-3.819026053E-3	5.970418453E-3	2.137947083E-2	2.252360161E-2
2.431432890E1	-8.590832353E-3	8.444964886E-3	3.095340729E-2	3.321495529E-2
2.432233015E1	-1.110754162E-2	1.565513015E-2	3.334712982E-2	3.847715749E-2
2.433033410E1	-6.393276155E-3	6.010442972E-3	3.095626831E-2	3.217592194E-2
2.433834124E1	-1.360317320E-2	8.291631937E-3	2.617263794E-2	3.063991609E-2
2.434634882E1	-8.837729692E-3	1.076126099E-2	3.335189819E-2	3.614220963E-2
2.435435292E1	-6.517134607E-3	1.078796387E-2	2.856349945E-2	3.122061352E-2
2.436235312E1	-1.137764007E-2	-1.248329878E-3	1.898956299E-2	2.217233690E-2
2.437035359E1	-6.570443511E-3	-6.142795086E-3	2.617549896E-2	2.767781432E-2
2.437835515E1	6.135106087E-4	8.317619562E-3	2.617263794E-2	2.746936780E-2
2.438636074E1	-1.143507659E-2	1.323607564E-2	1.659393311E-2	2.411043946E-2
2.439436074E1	-6.631471217E-3	3.648310900E-3	4.532337189E-2	4.595100241E-2
2.440236581E1	-4.333071411E-3	8.340924978E-3	2.856826782E-2	3.007478119E-2
2.441036988E1	-9.102202952E-3	6.028145552E-3	2.617168427E-2	2.835746277E-2
2.441837136E1	-9.129799902E-3	1.070526242E-2	2.856922150E-2	3.184582087E-2
2.442637175E1	-1.995101571E-3	1.176387072E-3	3.575134277E-2	3.582628681E-2
2.443437312E1	-1.169495285E-2	1.069024205E-2	3.096580505E-2	3.478410959E-2
2.444237386E1	-9.282469749E-3	1.058074832E-2	3.575706482E-2	3.842764843E-2
2.445037507E1	-9.406477213E-3	1.310247183E-2	2.617835999E-2	3.074838391E-2
2.445837620E1	-4.599526525E-3	8.296728134E-3	2.857303619E-2	3.010663946E-2
2.446637722E1	-6.978623569E-3	8.233726025E-3	2.618026733E-2	2.831787119E-2
2.447437886E1	-1.888372749E-2	-1.306802034E-3	3.096675873E-2	3.629384303E-2
2.448238300E1	-1.172998548E-2	-3.710240126E-3	3.096771240E-2	3.332202954E-2
2.449038503E1	-4.488147795E-3	8.301973343E-3	2.378273010E-2	2.558680291E-2
2.449838652E1	-4.560388625E-3	5.798757076E-3	3.575801849E-2	3.651107523E-2
2.450638613E1	-2.212725580E-3	1.063451171E-2	2.857398987E-2	3.056896941E-2
2.451438507E1	-1.176827401E-2	1.296454668E-2	2.857589722E-2	3.351348453E-2
2.452238206E1	2.695411444E-3	8.079111576E-3	2.857780457E-2	2.981992959E-2
2.453038288E1	2.550415695E-3	5.685538054E-3	2.857875824E-2	2.925022027E-2
2.453838452E1	-7.016964257E-3	2.482438087E-2	2.618598938E-2	3.675858693E-2
2.454638378E1	-4.612132907E-3	8.145332336E-3	2.139472961E-2	2.335278707E-2
2.455438253E1	-6.958447397E-3	3.309041262E-3	2.618408203E-2	2.729424657E-2
2.456238413E1	-6.898380816E-3	1.535999775E-2	3.096961975E-2	3.525102178E-2
2.457038863E1	-6.801202893E-3	-1.447945833E-3	2.378654480E-2	2.478210285E-2
2.457839007E1	-6.991535425E-3	8.977949619E-4	3.336715698E-2	3.410358879E-2
2.458638866E1	-9.482920170E-3	5.782604218E-3	3.097152710E-2	3.290288403E-2
2.459438831E1	-9.608224034E-3	8.209139109E-3	2.139568329E-2	2.484920919E-2
2.460238855E1	-7.198631763E-3	8.244127035E-3	1.421165466E-2	1.793758786E-2
2.461038855E1	-2.460867167E-3	5.755245686E-3	2.379131317E-2	2.460092077E-2
2.461839058E1	4.675224423E-3	8.005231619E-3	2.858448029E-2	3.005019085E-2
2.462638976E1	-1.610890031E-4	1.528367400E-2	3.097724915E-2	3.454282278E-2
2.463438800E1	-5.142457783E-3	8.101582527E-3	3.097915649E-2	3.243129120E-2
2.464238456E1	-5.188964307E-3	8.196830750E-3	2.858257294E-2	3.018404977E-2
2.465038378E1	-1.010534167E-2	1.530984044E-2	3.576946259E-2	4.019904972E-2
2.465838335E1	-5.298852921E-4	5.685687065E-3	3.098201752E-2	3.150386048E-2
2.466638214E1	-3.019876778E-3	8.175671101E-3	3.098106384E-2	3.218365378E-2
2.467438269E1	-7.760368288E-3	3.339439631E-3	2.858734131E-2	2.980958329E-2
2.468238581E1	-1.262719184E-2	1.284793019E-2	2.619552612E-2	3.179183658E-2
2.469038824E1	-1.261875033E-2	3.214687109E-3	3.816795349E-2	4.032815080E-2
2.469838761E1	-1.495033503E-2	3.252744675E-3	2.140712738E-2	2.631269595E-2
2.470638570E1	-7.890224457E-3	3.190547228E-3	2.380466461E-2	2.528037363E-2
2.471438531E1	-1.501221955E-2	5.577087402E-3	2.140998840E-2	2.673683308E-2
2.472238421E1	-6.359145045E-4	5.521744490E-3	3.098773956E-2	3.148228157E-2
2.473038437E1	1.806192100E-3	3.175437450E-3	2.859210968E-2	2.882454629E-2
2.473838410E1	-5.421586335E-3	6.843209267E-4	2.859497070E-2	2.911244138E-2
2.474638007E1	-1.020731777E-2	5.423545837E-3	1.901912689E-2	2.225604128E-2
2.475437761E1	-6.304755807E-4	1.274985075E-2	4.056358337E-2	4.252482204E-2
2.476237312E1	-1.260013878E-2	7.865071297E-3	1.901817322E-2	2.413117810E-2
2.477036988E1	-7.813081145E-3	1.025983691E-2	2.620124817E-2	2.920297752E-2
2.477836425E1	-7.745660841E-3	7.993012667E-3	2.140808105E-2	2.412860228E-2
2.478636066E1	1.784630120E-3	7.992446423E-3	2.859115601E-2	2.974085248E-2
2.479436011E1	-5.603358150E-4	-8.623927832E-3	3.576946259E-2	3.679864890E-2
2.480235742E1	-5.492441356E-3	3.538668156E-3	2.618885040E-2	2.699157220E-2
2.481035605E1	-7.840119302E-3	8.231878281E-3	3.337287903E-2	3.525592639E-2
2.481835456E1	-1.511716098E-2	5.837082863E-3	2.619266510E-2	3.080025645E-2
2.482635456E1	-5.445919931E-3	3.491371870E-3	2.858352661E-2	2.930641082E-2
2.483435601E1	-5.399376154E-3	1.316452026E-2	3.576278687E-2	3.848941128E-2
2.484235566E1	-1.496034116E-2	8.411884308E-3	3.097343445E-2	3.541080692E-2
2.485035546E1	-7.680617273E-3	5.921214819E-3	2.379226685E-2	2.569289062E-2
2.485835441E1	-5.141325295E-3	3.526479006E-3	2.857875824E-2	2.925089234E-2
2.486635636E1	-1.704536378E-2	1.308891177E-2	4.054927826E-2	4.589235236E-2
2.487435441E1	-1.223710924E-2	8.238941431E-3	2.379131317E-2	2.799381326E-2
2.488235366E1	-7.385276258E-3	1.076421142E-2	1.899814606E-2	2.305081574E-2
2.489035507E1	-1.221048087E-2	3.574132919E-3	3.815269470E-2	4.021813499E-2
2.489835671E1	-2.410304546E-2	-3.574013710E-3	2.857398987E-2	3.755267330E-2
2.490635507E1	-9.752698243E-3	6.083697081E-3	3.575515747E-2	3.755739313E-2
2.491435003E1	-1.192497462E-2	8.367836475E-3	3.814888000E-2	4.083580234E-2
2.492234702E1	-9.648248553E-3	1.060503721E-2	3.576183319E-2	3.852874547E-2
2.493034335E1	-9.619355202E-3	1.298224926E-2	2.857780457E-2	3.282928120E-2
2.493833808E1	-1.920882612E-2	9.948611259E-4	3.576183319E-2	4.060637220E-2
2.494633460E1	-7.256753743E-3	1.294946671E-2	3.336811066E-2	3.652095250E-2
2.495433366E1	-9.671710432E-3	1.044294238E-2	3.816032410E-2	4.072845889E-2
2.496233202E1	-4.759229720E-3	-1.543074846E-3	2.858161926E-2	2.901620766E-2
2.497032605E1	-9.569875896E-3	1.515182853E-2	3.097820282E-2	3.578839871E-2
2.497832046E1	-4.761084914E-3	3.168135881E-3	3.576755524E-2	3.622185835E-2
2.498631429E1	-4.790939391E-3	5.502998829E-3	2.619266510E-2	2.718992095E-2
2.499430710E1	2.346508205E-3	7.612705231E-4	1.422023773E-2	1.443262952E-2
2.500230019E1	-7.133230567E-3	3.107011318E-3	3.576850891E-2	3.660495496E-2
2.501029253E1	-1.425460726E-2	7.934868336E-3	3.097915649E-2	3.501234212E-2
2.501828913E1	-1.188009977E-2	2.002698183E-2	2.858066559E-2	3.686558310E-2
2.502628620E1	-2.188637853E-3	1.047924161E-2	1.660823822E-2	1.975950954E-2
2.503428171E1	-1.906197518E-2	8.110105991E-3	4.055023193E-2	4.553519547E-2
2.504227554E1	-4.718169570E-3	1.771014929E-2	2.618503571E-2	3.196195562E-2
2.505027304E1	-4.602737725E-3	-1.507490873E-3	3.576278687E-2	3.608925945E-2
2.505827210E1	-4.586465657E-3	5.661189556E-3	3.815555573E-2	3.884496321E-2
2.506626984E1	1.553967595E-4	5.564808846E-3	3.576564789E-2	3.619630940E-2
2.507426698E1	-1.191002131E-2	3.170073032E-3	1.900672913E-2	2.265289656E-2
2.508226488E1	-2.151555568E-2	1.034015417E-2	2.379608154E-2	3.370595528E-2
2.509026093E1	-1.186525822E-2	1.032286882E-2	2.379608154E-2	2.852366509E-2
2.509825843E1	-9.591549635E-3	1.035463810E-2	4.294967651E-2	4.520941348E-2
2.510625644E1	-9.711056948E-3	1.272994280E-2	2.858638763E-2	3.276488408E-2
2.511425792E1	-7.387243211E-3	7.921785116E-3	2.379989624E-2	2.614882603E-2
2.512225628E1	-7.354609668E-3	-1.724123955E-3	2.140712738E-2	2.270083676E-2
2.513025226E1	2.195604146E-3	5.538105965E-3	2.858734131E-2	2.920149617E-2
2.513824695E1	-2.543576062E-3	7.979601622E-3	3.098106384E-2	3.209314784E-2
2.514624156E1	-4.967577755E-3	1.040381193E-2	3.337287903E-2	3.530814617E-2
2.515423620E1	-9.693987668E-3	1.043751836E-2	4.055500031E-2	4.298398814E-2
2.516223105E1	-1.915288717E-2	1.286026835E-2	2.618789673E-2	3.490022241E-2
2.517022745E1	-7.109060884E-3	3.263294697E-3	4.055213928E-2	4.129968328E-2
2.517822238E1	-4.703827202E-3	5.695790052E-3	3.576278687E-2	3.651773458E-2
2.518621675E1	-9.477585554E-3	1.286476851E-2	2.379131317E-2	2.865926515E-2
2.519421472E1	-9.417071939E-3	3.134459257E-3	3.097820282E-2	3.252929647E-2
2.520221370E1	-9.451806545E-3	1.040154696E-2	2.139949799E-2	2.560209640E-2
2.521021374E1	-2.342388034E-3	1.521503925E-2	3.337001801E-2	3.674972521E-2
2.521821433E1	-2.232238650E-3	1.055270433E-2	3.097152710E-2	3.279600508E-2
2.522621730E1	-1.183471829E-2	1.536402106E-2	3.336524963E-2	3.859214406E-2
2.523421636E1	5.680322647E-5	8.018255234E-3	4.055404663E-2	4.133916233E-2
2.524221628E1	1.197531819E-4	8.189499378E-3	3.336524963E-2	3.435581645E-2
2.525021691E1	-1.427445561E-2	5.870401859E-3	3.815078735E-2	4.115463858E-2
2.525821628E1	-4.541441798E-3	3.558158875E-3	3.575325012E-2	3.621574357E-2
2.526621581E1	-1.170907170E-2	3.640621901E-3	4.532814026E-2	4.695739332E-2
2.527421406E1	-6.872773170E-3	3.496944904E-3	3.096580505E-2	3.191151387E-2
2.528221308E1	-4.321850836E-3	1.315617561E-2	4.293251038E-2	4.511057302E-2
2.529021077E1	2.621263266E-3	1.310828328E-2	2.138900757E-2	2.522276266E-2
2.529821038E1	-9.339265525E-3	8.449643850E-3	3.096199036E-2	3.342548741E-2
2.530621046E1	-6.886243820E-3	5.994051695E-3	2.856826782E-2	2.999158109E-2
2.531421136E1	-2.275034785E-3	1.554986835E-2	2.617740631E-2	3.053245470E-2
2.532221113E1	-2.213470638E-3	1.782700419E-2	3.096866608E-2	3.580167328E-2
2.533020948E1	-7.038317621E-3	2.019658685E-2	2.857494354E-2	3.569268039E-2
2.533820788E1	-9.419478476E-3	1.552674174E-2	2.138900757E-2	2.805879414E-2
2.534620570E1	-7.104963064E-3	1.305690408E-2	3.336334229E-2	3.652500312E-2
2.535420171E1	-4.695102572E-3	3.407329321E-3	3.575992584E-2	3.622742300E-2
2.536220335E1	-1.191117615E-2	5.688190460E-3	3.336906433E-2	3.588490048E-2
2.537020874E1	-2.321332693E-3	3.135055304E-3	3.576755524E-2	3.597964932E-2
2.537821167E1	-9.485639632E-3	3.163486719E-3	3.816032410E-2	3.944864183E-2
2.538621370E1	-1.181371510E-2	5.540013313E-3	2.140140533E-2	2.506542962E-2
2.539421085E1	-1.179222018E-2	7.963925600E-3	2.618885040E-2	2.980497363E-2
2.540220679E1	-6.938330829E-3	5.603075027E-3	2.858066559E-2	2.993976169E-2
2.541020460E1	-1.434416324E-2	-3.935337067E-3	4.294681549E-2	4.544965190E-2
2.541820230E1	-7.140241563E-3	3.331363201E-3	3.336811066E-2	3.428573813E-2
2.542619933E1	-9.423278272E-3	1.045575738E-2	1.660919189E-2	2.177122622E-2
2.543419898E1	-2.141915262E-2	3.261983395E-3	3.336811066E-2	3.978506558E-2
2.544219972E1	-6.983533502E-3	-1.535773277E-3	2.857971191E-2	2.946062241E-2
2.545020113E1	-9.353406727E-3	8.077710867E-3	2.857875824E-2	3.113649069E-2
2.545820249E1	-1.402207464E-2	1.045987010E-2	2.378845215E-2	2.952825622E-2
2.546619913E1	-1.169245690E-2	1.518198848E-2	3.097438812E-2	3.642278191E-2
2.547419855E1	-9.268648922E-3	1.525694132E-2	1.900100708E-2	2.607144763E-2
2.548219925E1	-9.191974998E-3	-1.471877098E-3	2.857589722E-2	3.005396360E-2
2.549020113E1	-4.331827164E-3	5.791425705E-3	3.336143494E-2	3.413635422E-2
2.549819964E1	-4.357427359E-3	8.266270161E-3	3.335857391E-2	3.464264495E-2
2.550620269E1	-1.156874001E-2	8.252084255E-3	1.899433136E-2	2.372166233E-2
2.551420613E1	-1.169887185E-2	3.455251455E-3	1.899623871E-2	2.257563842E-2
2.552220824E1	3.920719028E-4	5.832523108E-3	3.575611115E-2	3.623080913E-2
2.553020874E1	3.147795796E-4	1.294991374E-2	3.096961975E-2	3.356957997E-2
2.553821316E1	-4.472248256E-3	-3.762096167E-3	3.575706482E-2	3.623150641E-2
2.554621574E1	-4.518859088E-3	8.160322905E-3	4.054737091E-2	4.160649282E-2
2.555421683E1	4.915580153E-3	5.717664957E-3	1.660823822E-2	1.823974226E-2
2.556222081E1	-4.661217332E-3	-1.417011023E-3	2.857685089E-2	2.898915787E-2
2.557022538E1	-2.123251557E-3	8.207708597E-3	2.378559113E-2	2.525131725E-2
2.557822843E1	2.617232502E-3	3.467261791E-3	3.336143494E-2	3.364308475E-2
2.558623304E1	-1.897581667E-2	-1.370280981E-3	3.815269470E-2	4.263317254E-2
2.559423874E1	-9.353771806E-3	3.467291594E-3	3.814983368E-2	3.943253692E-2
2.560224140E1	-6.766490638E-3	5.669057369E-3	3.336524963E-2	3.451323645E-2
2.561024308E1	-9.157977998E-3	-3.813028336E-3	2.139186859E-2	2.358007184E-2
2.561824777E1	4.653930664E-4	1.064857841E-2	3.575420380E-2	3.730913966E-2
2.562625265E1	2.763733268E-3	1.309069991E-2	2.857017517E-2	3.154773455E-2
2.563425616E1	-1.888129860E-2	3.562420607E-3	3.335857391E-2	3.849660675E-2
2.564226140E1	-7.054053247E-3	1.309126616E-2	4.293823242E-2	4.544043046E-2
2.565026480E1	-4.610583186E-3	1.304277778E-2	3.096866608E-2	3.391798650E-2
2.565827015E1	-1.426620781E-2	5.751311779E-3	2.857780457E-2	3.245447868E-2
2.566627191E1	-6.978683174E-3	8.233606815E-3	4.054546356E-2	4.195746555E-2
2.567427214E1	7.750838995E-5	1.539945602E-2	2.857685089E-2	3.246206494E-2
2.568227527E1	-4.649348557E-3	1.298874617E-2	2.857589722E-2	3.173178014E-2
2.569027773E1	-1.665204018E-2	5.839943886E-3	2.378749847E-2	2.961824557E-2
2.569828105E1	-9.452760220E-3	5.824506283E-3	2.378749847E-2	2.625118346E-2
2.570628488E1	-9.530767798E-3	1.543110609E-2	2.857589722E-2	3.384577480E-2
2.571428925E1	-4.675693810E-3	1.071757078E-2	2.857303619E-2	3.087307619E-2
2.572229261E1	-7.290549576E-3	3.374159336E-3	3.815650940E-2	3.899302853E-2
2.573029902E1	-1.200808585E-2	1.771503687E-2	1.660919189E-2	2.709025493E-2
2.573830335E1	-9.490065277E-3	1.524400711E-2	2.857971191E-2	3.375264471E-2
2.574630624E1	-4.637449980E-3	8.089780807E-3	2.379035950E-2	2.555252827E-2
2.575430785E1	2.121478319E-4	8.025109768E-3	3.097438812E-2	3.199781419E-2
2.576230906E1	-1.872538030E-2	3.357499838E-3	3.815078735E-2	4.263091892E-2
2.577030792E1	3.967434168E-4	1.042482257E-2	2.378845215E-2	2.597546509E-2
2.577830781E1	-1.155374199E-2	1.049771905E-2	2.857589722E-2	3.256183289E-2
2.578630921E1	-1.871065795E-2	5.687803030E-3	2.378749847E-2	3.079423498E-2
2.579430972E1	-4.276312888E-3	7.919818163E-3	2.379035950E-2	2.543602911E-2
2.580230734E1	-1.856587082E-2	5.648404360E-3	3.096961975E-2	3.654741275E-2
2.581030644E1	-6.564795971E-3	3.423511982E-3	2.138710022E-2	2.263238910E-2
2.581830503E1	-6.591945887E-3	1.063716412E-2	2.378082275E-2	2.687248671E-2
2.582630749E1	-9.018667042E-3	8.230179548E-3	3.814601898E-2	4.005235292E-2
2.583430640E1	-1.729942858E-3	3.481149673E-3	2.856731415E-2	2.883058347E-2
2.584230449E1	-6.412930787E-3	1.304864883E-2	1.420116425E-2	2.032402479E-2
2.585030363E1	-1.351774484E-2	3.401279449E-3	2.856826782E-2	3.178748266E-2
2.585830366E1	-1.106270403E-2	5.642354488E-3	1.660060883E-2	2.073161349E-2
2.586630777E1	1.029346883E-2	5.738079548E-3	3.096580505E-2	3.313249372E-2
2.587431163E1	-6.416648626E-3	8.131712675E-3	2.617645264E-2	2.815146183E-2
2.588231452E1	-6.460517645E-3	5.687832832E-3	1.899528503E-2	2.085450992E-2
2.589031777E1	-6.605625153E-3	1.062056422E-2	3.096485138E-2	3.339539922E-2
2.589831843E1	5.510494113E-3	9.952783585E-4	2.138710022E-2	2.210801167E-2
2.590632070E1	-4.163473845E-3	-8.485138416E-3	2.617454529E-2	2.782874251E-2
2.591432113E1	-2.336366475E-2	1.066789031E-2	2.856826782E-2	3.841628093E-2
2.592232050E1	-4.304476082E-3	3.388941288E-3	1.181316376E-2	1.302168481E-2
2.593032199E1	-6.700053811E-3	5.831599236E-3	3.335952759E-2	3.452182428E-2
2.593832347E1	4.825517535E-4	1.061999798E-2	2.857112885E-2	3.048485881E-2
