#1/rho  Energía para el estado base
1.0		0.021	0.01
1.4		0.1351	0.01
2.0		0.2962	0.01
3.0		0.4737	0.01
4.0		0.5818	0.01
5.0		0.6336	0.01
7.0		0.7424	0.02
10.0	0.8141	0.02
15.0	0.8731	0.02
20.0	0.9036	0.02
30.0	0.9350	0.02
40.0	0.9509	0.02
50.0	0.9606	0.03
70.0	0.9715	0.03
100.0	0.9801	0.03
200.0	0.9900	0.04
500.0	0.9960	0.04

